model,logistic_regression,random_forest,extra_trees,hist_gradient_boosting,threshold,accuracy,balanced_accuracy,precision,recall,f1,f2,roc_auc,pr_auc,true_negatives,false_positives,false_negatives,true_positives
weighted_soft_voting,0.3897541845113095,0.25788129949334926,0.22017355691454277,0.13219095908079845,0.21,0.4857142857142857,0.6431704932885106,0.21188118811881188,0.8699186991869918,0.34076433121019106,0.5366098294884654,0.7200724793171684,0.33436915971887254,284.0,398.0,16.0,107.0
