model,note,threshold,accuracy,balanced_accuracy,precision,recall,f1,f2,roc_auc,pr_auc,true_negatives,false_positives,false_negatives,true_positives
cooperative_neuro_fuzzy_mlp,manual fuzzy membership features plus MLP; not full ANFIS,0.5,0.7763975155279503,0.5681639367713325,0.2682926829268293,0.2682926829268293,0.2682926829268293,0.2682926829268293,0.5933409627351405,0.23648140918408944,592,90,90,33
