model,include_survival_months,scenario,threshold,accuracy,balanced_accuracy,precision,recall,f1,f2,roc_auc,pr_auc,brier_score,clinical_utility,true_negatives,false_positives,false_negatives,true_positives
extra_trees,True,max_f2,0.18,0.6422360248447205,0.7188863457549531,0.2764227642276423,0.8292682926829268,0.4146341463414634,0.5923344947735192,0.8023329280213624,0.4813842033655465,0.11058249591009864,75.0,415.0,267.0,21.0,102.0
extra_trees,True,max_recall,0.06,0.37267080745341613,0.6164377846124502,0.19193548387096773,0.967479674796748,0.3203230148048452,0.5350719424460432,0.8023329280213624,0.4813842033655465,0.11058249591009864,62.0,181.0,501.0,4.0,119.0
extra_trees,True,max_clinical_utility,0.11,0.5167701863354037,0.6781584531387835,0.22857142857142856,0.9105691056910569,0.36541598694942906,0.570264765784114,0.8023329280213624,0.4813842033655465,0.11058249591009864,94.0,304.0,378.0,11.0,112.0
extra_trees,True,recall_with_precision_floor_0_30,0.24,0.7142857142857143,0.7180936032234223,0.312280701754386,0.7235772357723578,0.4362745098039216,0.5727155727155727,0.8023329280213624,0.4813842033655465,0.11058249591009864,-23.0,486.0,196.0,34.0,89.0
extra_trees,True,precision_with_recall_floor_0_80,0.19,0.6546583850931676,0.7195539184130844,0.28169014084507044,0.8130081300813008,0.41841004184100417,0.5903187721369539,0.8023329280213624,0.4813842033655465,0.11058249591009864,61.0,427.0,255.0,23.0,100.0
