model,seeds,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f2_mean,f2_std,pr_auc_mean,pr_auc_std,false_negatives_mean,false_negatives_std,false_positives_mean,false_positives_std
logistic_regression,5,0.7006211180124223,0.019264673812758756,0.28127595622377666,0.0285928925387516,0.6178861788617886,0.07517578052401189,0.49833276281743827,0.05597254684374758,0.3780022777146408,0.03378022494665709,47.0,9.246621004453464,194.0,11.090536506409418
weighted_soft_voting,5,0.5281987577639751,0.06128266464440622,0.21380463766341032,0.014250177987489262,0.7723577235772358,0.09585224489879343,0.5047884990239087,0.031122234687848378,0.34219278546077286,0.031712472121909,28.0,11.789826122551595,351.8,59.55837472597787
