model,seeds,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f2_mean,f2_std,pr_auc_mean,pr_auc_std,false_negatives_mean,false_negatives_std,false_positives_mean,false_positives_std
logistic_regression,5,0.6531914893617021,0.01198285141071143,0.7282228461696582,0.012997934897632313,0.627906976744186,0.013560353243826276,0.6456673901913371,0.012669743959807472,0.7528949542100918,0.027377823278834586,80.0,2.9154759474226495,50.4,2.8809720581775866
weighted_soft_voting,5,0.597872340425532,0.008066888770267611,0.5877363622522829,0.005183254391351051,0.9944186046511628,0.007642640337281391,0.8735023868864513,0.004245327452442902,0.7836657727616585,0.01574267690448091,1.2,1.6431676725154984,150.0,3.8729833462074175
